ID,Team1,Team2,Team1 Seed,Team2 Seed,Team1Conf,Team2Conf,Seed1,Seed2
2019_1153_1209,1153,1209,Z07,Y14,Z,Y,7,14
2019_1153_1211,1153,1211,Z07,X01,Z,X,7,1
2019_1153_1222,1153,1222,Z07,Y03,Z,Y,7,3
2019_1153_1233,1153,1233,Z07,Y16,Z,Y,7,16
2019_1153_1234,1153,1234,Z07,Z10,Z,Z,7,10
2019_1153_1235,1153,1235,Z07,Y06,Z,Y,7,6
2019_1153_1242,1153,1242,Z07,Y04,Z,Y,7,4
2019_1153_1243,1153,1243,Z07,Z04,Z,Z,7,4
2019_1153_1246,1153,1246,Z07,Y02,Z,Y,7,2
2019_1153_1251,1153,1251,Z07,W12,Z,W,7,12
2019_1153_1257,1153,1257,Z07,W07,Z,W,7,7
2019_1153_1261,1153,1261,Z07,W03,Z,W,7,3
2019_1153_1266,1153,1266,Z07,X05,Z,X,7,5
2019_1153_1268,1153,1268,Z07,W06,Z,W,7,6
2019_1153_1276,1153,1276,Z07,X02,Z,X,7,2
2019_1153_1277,1153,1277,Z07,W02,Z,W,7,2
2019_1153_1278,1153,1278,Z07,W10,Z,W,7,10
2019_1153_1279,1153,1279,Z07,Z08,Z,Z,7,8
2019_1153_1280,1153,1280,Z07,W05,Z,W,7,5
2019_1153_1285,1153,1285,Z07,X15,Z,X,7,15
2019_1153_1293,1153,1293,Z07,X12,Z,X,7,12
2019_1153_1295,1153,1295,Z07,W16,Z,W,7,16
2019_1153_1297,1153,1297,Z07,X14,Z,X,7,14
2019_1153_1300,1153,1300,Z07,W16,Z,W,7,16
2019_1153_1305,1153,1305,Z07,X07,Z,X,7,7
2019_1153_1308,1153,1308,Z07,Y12,Z,Y,7,12
2019_1153_1314,1153,1314,Z07,Y01,Z,Y,7,1
2019_1153_1318,1153,1318,Z07,Y13,Z,Y,7,13
2019_1153_1326,1153,1326,Z07,Y11,Z,Y,7,11
2019_1153_1328,1153,1328,Z07,Z09,Z,Z,7,9
2019_1153_1330,1153,1330,Z07,Z14,Z,Z,7,14
2019_1153_1332,1153,1332,Z07,Z12,Z,Z,7,12
2019_1153_1341,1153,1341,Z07,X16,Z,X,7,16
2019_1153_1345,1153,1345,Z07,Z03,Z,Z,7,3
2019_1153_1371,1153,1371,Z07,Y10,Z,Y,7,10
2019_1153_1385,1153,1385,Z07,X11,Z,X,7,11
2019_1153_1387,1153,1387,Z07,W13,Z,W,7,13
2019_1153_1388,1153,1388,Z07,Z11,Z,Z,7,11
2019_1153_1393,1153,1393,Z07,X08,Z,X,7,8
2019_1153_1396,1153,1396,Z07,W11,Z,W,7,11
2019_1153_1397,1153,1397,Z07,Z02,Z,Z,7,2
2019_1153_1403,1153,1403,Z07,X03,Z,X,7,3
2019_1153_1414,1153,1414,Z07,Z13,Z,Z,7,13
2019_1153_1416,1153,1416,Z07,W09,Z,W,7,9
2019_1153_1429,1153,1429,Z07,Y08,Z,Y,7,8
2019_1153_1433,1153,1433,Z07,W08,Z,W,7,8
2019_1153_1436,1153,1436,Z07,X13,Z,X,7,13
2019_1153_1437,1153,1437,Z07,Z06,Z,Z,7,6
2019_1153_1438,1153,1438,Z07,Z01,Z,Z,7,1
2019_1153_1439,1153,1439,Z07,W04,Z,W,7,4
2019_1153_1449,1153,1449,Z07,Y09,Z,Y,7,9
2019_1153_1458,1153,1458,Z07,Z05,Z,Z,7,5
2019_1153_1459,1153,1459,Z07,Y07,Z,Y,7,7
2019_1153_1463,1153,1463,Z07,W14,Z,W,7,14
2019_1159_1181,1159,1181,Z15,W01,Z,W,15,1
2019_1159_1192,1159,1192,Z15,X16,Z,X,15,16
2019_1159_1196,1159,1196,Z15,X10,Z,X,15,10
2019_1159_1199,1159,1199,Z15,X04,Z,X,15,4
2019_1159_1205,1159,1205,Z15,Z16,Z,Z,15,16
2019_1159_1209,1159,1209,Z15,Y14,Z,Y,15,14
2019_1159_1211,1159,1211,Z15,X01,Z,X,15,1
2019_1159_1222,1159,1222,Z15,Y03,Z,Y,15,3
2019_1159_1233,1159,1233,Z15,Y16,Z,Y,15,16
2019_1159_1234,1159,1234,Z15,Z10,Z,Z,15,10
2019_1159_1235,1159,1235,Z15,Y06,Z,Y,15,6
2019_1159_1242,1159,1242,Z15,Y04,Z,Y,15,4
2019_1159_1243,1159,1243,Z15,Z04,Z,Z,15,4
2019_1159_1246,1159,1246,Z15,Y02,Z,Y,15,2
2019_1159_1251,1159,1251,Z15,W12,Z,W,15,12
2019_1159_1257,1159,1257,Z15,W07,Z,W,15,7
2019_1159_1261,1159,1261,Z15,W03,Z,W,15,3
2019_1159_1266,1159,1266,Z15,X05,Z,X,15,5
2019_1159_1268,1159,1268,Z15,W06,Z,W,15,6
2019_1159_1276,1159,1276,Z15,X02,Z,X,15,2
2019_1159_1277,1159,1277,Z15,W02,Z,W,15,2
2019_1159_1278,1159,1278,Z15,W10,Z,W,15,10
2019_1159_1279,1159,1279,Z15,Z08,Z,Z,15,8
2019_1159_1280,1159,1280,Z15,W05,Z,W,15,5
2019_1159_1285,1159,1285,Z15,X15,Z,X,15,15
2019_1159_1293,1159,1293,Z15,X12,Z,X,15,12
2019_1159_1295,1159,1295,Z15,W16,Z,W,15,16
2019_1159_1297,1159,1297,Z15,X14,Z,X,15,14
2019_1159_1300,1159,1300,Z15,W16,Z,W,15,16
2019_1159_1305,1159,1305,Z15,X07,Z,X,15,7
2019_1159_1308,1159,1308,Z15,Y12,Z,Y,15,12
2019_1159_1314,1159,1314,Z15,Y01,Z,Y,15,1
2019_1159_1318,1159,1318,Z15,Y13,Z,Y,15,13
2019_1159_1326,1159,1326,Z15,Y11,Z,Y,15,11
2019_1159_1328,1159,1328,Z15,Z09,Z,Z,15,9
2019_1159_1330,1159,1330,Z15,Z14,Z,Z,15,14
2019_1159_1332,1159,1332,Z15,Z12,Z,Z,15,12
2019_1159_1341,1159,1341,Z15,X16,Z,X,15,16
2019_1159_1345,1159,1345,Z15,Z03,Z,Z,15,3
2019_1159_1371,1159,1371,Z15,Y10,Z,Y,15,10
2019_1159_1385,1159,1385,Z15,X11,Z,X,15,11
2019_1159_1387,1159,1387,Z15,W13,Z,W,15,13
2019_1159_1388,1159,1388,Z15,Z11,Z,Z,15,11
2019_1159_1393,1159,1393,Z15,X08,Z,X,15,8
2019_1159_1396,1159,1396,Z15,W11,Z,W,15,11
2019_1159_1397,1159,1397,Z15,Z02,Z,Z,15,2
2019_1159_1403,1159,1403,Z15,X03,Z,X,15,3
2019_1159_1414,1159,1414,Z15,Z13,Z,Z,15,13
2019_1159_1416,1159,1416,Z15,W09,Z,W,15,9
2019_1159_1429,1159,1429,Z15,Y08,Z,Y,15,8
2019_1159_1433,1159,1433,Z15,W08,Z,W,15,8
2019_1159_1436,1159,1436,Z15,X13,Z,X,15,13
2019_1159_1437,1159,1437,Z15,Z06,Z,Z,15,6
2019_1159_1438,1159,1438,Z15,Z01,Z,Z,15,1
2019_1159_1439,1159,1439,Z15,W04,Z,W,15,4
2019_1159_1449,1159,1449,Z15,Y09,Z,Y,15,9
2019_1159_1458,1159,1458,Z15,Z05,Z,Z,15,5
2019_1159_1459,1159,1459,Z15,Y07,Z,Y,15,7
2019_1159_1463,1159,1463,Z15,W14,Z,W,15,14
2019_1181_1192,1181,1192,W01,X16,W,X,1,16
2019_1181_1196,1181,1196,W01,X10,W,X,1,10
2019_1181_1199,1181,1199,W01,X04,W,X,1,4
2019_1181_1205,1181,1205,W01,Z16,W,Z,1,16
2019_1181_1209,1181,1209,W01,Y14,W,Y,1,14
2019_1181_1211,1181,1211,W01,X01,W,X,1,1
2019_1181_1222,1181,1222,W01,Y03,W,Y,1,3
2019_1181_1233,1181,1233,W01,Y16,W,Y,1,16
2019_1181_1234,1181,1234,W01,Z10,W,Z,1,10
2019_1181_1235,1181,1235,W01,Y06,W,Y,1,6
2019_1181_1242,1181,1242,W01,Y04,W,Y,1,4
2019_1181_1243,1181,1243,W01,Z04,W,Z,1,4
2019_1181_1246,1181,1246,W01,Y02,W,Y,1,2
2019_1181_1251,1181,1251,W01,W12,W,W,1,12
2019_1181_1257,1181,1257,W01,W07,W,W,1,7
2019_1181_1261,1181,1261,W01,W03,W,W,1,3
2019_1181_1266,1181,1266,W01,X05,W,X,1,5
2019_1181_1268,1181,1268,W01,W06,W,W,1,6
2019_1181_1276,1181,1276,W01,X02,W,X,1,2
2019_1181_1277,1181,1277,W01,W02,W,W,1,2
2019_1181_1278,1181,1278,W01,W10,W,W,1,10
2019_1181_1279,1181,1279,W01,Z08,W,Z,1,8
2019_1181_1280,1181,1280,W01,W05,W,W,1,5
2019_1181_1285,1181,1285,W01,X15,W,X,1,15
2019_1181_1293,1181,1293,W01,X12,W,X,1,12
2019_1181_1295,1181,1295,W01,W16,W,W,1,16
2019_1181_1297,1181,1297,W01,X14,W,X,1,14
2019_1181_1300,1181,1300,W01,W16,W,W,1,16
2019_1181_1305,1181,1305,W01,X07,W,X,1,7
2019_1181_1308,1181,1308,W01,Y12,W,Y,1,12
2019_1181_1314,1181,1314,W01,Y01,W,Y,1,1
2019_1181_1318,1181,1318,W01,Y13,W,Y,1,13
2019_1181_1326,1181,1326,W01,Y11,W,Y,1,11
2019_1181_1328,1181,1328,W01,Z09,W,Z,1,9
2019_1181_1330,1181,1330,W01,Z14,W,Z,1,14
2019_1181_1332,1181,1332,W01,Z12,W,Z,1,12
2019_1181_1341,1181,1341,W01,X16,W,X,1,16
2019_1181_1345,1181,1345,W01,Z03,W,Z,1,3
2019_1181_1371,1181,1371,W01,Y10,W,Y,1,10
2019_1181_1385,1181,1385,W01,X11,W,X,1,11
2019_1181_1387,1181,1387,W01,W13,W,W,1,13
2019_1181_1388,1181,1388,W01,Z11,W,Z,1,11
2019_1181_1393,1181,1393,W01,X08,W,X,1,8
2019_1181_1396,1181,1396,W01,W11,W,W,1,11
2019_1181_1397,1181,1397,W01,Z02,W,Z,1,2
2019_1181_1403,1181,1403,W01,X03,W,X,1,3
2019_1181_1414,1181,1414,W01,Z13,W,Z,1,13
2019_1181_1416,1181,1416,W01,W09,W,W,1,9
2019_1181_1429,1181,1429,W01,Y08,W,Y,1,8
2019_1181_1433,1181,1433,W01,W08,W,W,1,8
2019_1181_1436,1181,1436,W01,X13,W,X,1,13
2019_1181_1437,1181,1437,W01,Z06,W,Z,1,6
2019_1181_1438,1181,1438,W01,Z01,W,Z,1,1
2019_1181_1439,1181,1439,W01,W04,W,W,1,4
2019_1181_1449,1181,1449,W01,Y09,W,Y,1,9
2019_1181_1458,1181,1458,W01,Z05,W,Z,1,5
2019_1181_1459,1181,1459,W01,Y07,W,Y,1,7
2019_1181_1463,1181,1463,W01,W14,W,W,1,14
2019_1192_1196,1192,1196,X16,X10,X,X,16,10
2019_1192_1199,1192,1199,X16,X04,X,X,16,4
2019_1192_1205,1192,1205,X16,Z16,X,Z,16,16
2019_1192_1209,1192,1209,X16,Y14,X,Y,16,14
2019_1192_1211,1192,1211,X16,X01,X,X,16,1
2019_1192_1222,1192,1222,X16,Y03,X,Y,16,3
2019_1192_1233,1192,1233,X16,Y16,X,Y,16,16
2019_1192_1234,1192,1234,X16,Z10,X,Z,16,10
2019_1192_1235,1192,1235,X16,Y06,X,Y,16,6
2019_1192_1242,1192,1242,X16,Y04,X,Y,16,4
2019_1192_1243,1192,1243,X16,Z04,X,Z,16,4
2019_1192_1246,1192,1246,X16,Y02,X,Y,16,2
2019_1192_1251,1192,1251,X16,W12,X,W,16,12
2019_1192_1257,1192,1257,X16,W07,X,W,16,7
2019_1192_1261,1192,1261,X16,W03,X,W,16,3
2019_1192_1266,1192,1266,X16,X05,X,X,16,5
2019_1192_1268,1192,1268,X16,W06,X,W,16,6
2019_1192_1276,1192,1276,X16,X02,X,X,16,2
2019_1192_1277,1192,1277,X16,W02,X,W,16,2
2019_1192_1278,1192,1278,X16,W10,X,W,16,10
2019_1192_1279,1192,1279,X16,Z08,X,Z,16,8
2019_1192_1280,1192,1280,X16,W05,X,W,16,5
2019_1192_1285,1192,1285,X16,X15,X,X,16,15
2019_1192_1293,1192,1293,X16,X12,X,X,16,12
2019_1192_1295,1192,1295,X16,W16,X,W,16,16
2019_1192_1297,1192,1297,X16,X14,X,X,16,14
2019_1192_1300,1192,1300,X16,W16,X,W,16,16
2019_1192_1305,1192,1305,X16,X07,X,X,16,7
2019_1192_1308,1192,1308,X16,Y12,X,Y,16,12
2019_1192_1314,1192,1314,X16,Y01,X,Y,16,1
2019_1192_1318,1192,1318,X16,Y13,X,Y,16,13
2019_1192_1326,1192,1326,X16,Y11,X,Y,16,11
2019_1192_1328,1192,1328,X16,Z09,X,Z,16,9
2019_1192_1330,1192,1330,X16,Z14,X,Z,16,14
2019_1192_1332,1192,1332,X16,Z12,X,Z,16,12
2019_1192_1341,1192,1341,X16,X16,X,X,16,16
2019_1192_1345,1192,1345,X16,Z03,X,Z,16,3
2019_1192_1371,1192,1371,X16,Y10,X,Y,16,10
2019_1192_1385,1192,1385,X16,X11,X,X,16,11
2019_1192_1387,1192,1387,X16,W13,X,W,16,13
2019_1192_1388,1192,1388,X16,Z11,X,Z,16,11
2019_1192_1393,1192,1393,X16,X08,X,X,16,8
2019_1192_1396,1192,1396,X16,W11,X,W,16,11
2019_1192_1397,1192,1397,X16,Z02,X,Z,16,2
2019_1192_1403,1192,1403,X16,X03,X,X,16,3
2019_1192_1414,1192,1414,X16,Z13,X,Z,16,13
2019_1192_1416,1192,1416,X16,W09,X,W,16,9
2019_1192_1429,1192,1429,X16,Y08,X,Y,16,8
2019_1192_1433,1192,1433,X16,W08,X,W,16,8
2019_1192_1436,1192,1436,X16,X13,X,X,16,13
2019_1192_1437,1192,1437,X16,Z06,X,Z,16,6
2019_1192_1438,1192,1438,X16,Z01,X,Z,16,1
2019_1192_1439,1192,1439,X16,W04,X,W,16,4
2019_1192_1449,1192,1449,X16,Y09,X,Y,16,9
2019_1192_1458,1192,1458,X16,Z05,X,Z,16,5
2019_1192_1459,1192,1459,X16,Y07,X,Y,16,7
2019_1192_1463,1192,1463,X16,W14,X,W,16,14
2019_1196_1199,1196,1199,X10,X04,X,X,10,4
2019_1196_1205,1196,1205,X10,Z16,X,Z,10,16
2019_1196_1209,1196,1209,X10,Y14,X,Y,10,14
2019_1196_1211,1196,1211,X10,X01,X,X,10,1
2019_1196_1222,1196,1222,X10,Y03,X,Y,10,3
2019_1196_1233,1196,1233,X10,Y16,X,Y,10,16
2019_1196_1234,1196,1234,X10,Z10,X,Z,10,10
2019_1196_1235,1196,1235,X10,Y06,X,Y,10,6
2019_1196_1242,1196,1242,X10,Y04,X,Y,10,4
2019_1196_1243,1196,1243,X10,Z04,X,Z,10,4
2019_1196_1246,1196,1246,X10,Y02,X,Y,10,2
2019_1196_1251,1196,1251,X10,W12,X,W,10,12
2019_1196_1257,1196,1257,X10,W07,X,W,10,7
2019_1196_1261,1196,1261,X10,W03,X,W,10,3
2019_1196_1266,1196,1266,X10,X05,X,X,10,5
2019_1196_1268,1196,1268,X10,W06,X,W,10,6
2019_1196_1276,1196,1276,X10,X02,X,X,10,2
2019_1196_1277,1196,1277,X10,W02,X,W,10,2
2019_1196_1278,1196,1278,X10,W10,X,W,10,10
2019_1196_1279,1196,1279,X10,Z08,X,Z,10,8
2019_1196_1280,1196,1280,X10,W05,X,W,10,5
2019_1196_1285,1196,1285,X10,X15,X,X,10,15
2019_1196_1293,1196,1293,X10,X12,X,X,10,12
2019_1196_1295,1196,1295,X10,W16,X,W,10,16
2019_1196_1297,1196,1297,X10,X14,X,X,10,14
2019_1196_1300,1196,1300,X10,W16,X,W,10,16
2019_1196_1305,1196,1305,X10,X07,X,X,10,7
2019_1196_1308,1196,1308,X10,Y12,X,Y,10,12
2019_1196_1314,1196,1314,X10,Y01,X,Y,10,1
2019_1196_1318,1196,1318,X10,Y13,X,Y,10,13
2019_1196_1326,1196,1326,X10,Y11,X,Y,10,11
2019_1196_1328,1196,1328,X10,Z09,X,Z,10,9
2019_1196_1330,1196,1330,X10,Z14,X,Z,10,14
2019_1196_1332,1196,1332,X10,Z12,X,Z,10,12
2019_1196_1341,1196,1341,X10,X16,X,X,10,16
2019_1196_1345,1196,1345,X10,Z03,X,Z,10,3
2019_1196_1371,1196,1371,X10,Y10,X,Y,10,10
2019_1196_1385,1196,1385,X10,X11,X,X,10,11
2019_1196_1387,1196,1387,X10,W13,X,W,10,13
2019_1196_1388,1196,1388,X10,Z11,X,Z,10,11
2019_1196_1393,1196,1393,X10,X08,X,X,10,8
2019_1196_1396,1196,1396,X10,W11,X,W,10,11
2019_1196_1397,1196,1397,X10,Z02,X,Z,10,2
2019_1196_1403,1196,1403,X10,X03,X,X,10,3
2019_1196_1414,1196,1414,X10,Z13,X,Z,10,13
2019_1196_1416,1196,1416,X10,W09,X,W,10,9
2019_1196_1429,1196,1429,X10,Y08,X,Y,10,8
2019_1196_1433,1196,1433,X10,W08,X,W,10,8
2019_1196_1436,1196,1436,X10,X13,X,X,10,13
2019_1196_1437,1196,1437,X10,Z06,X,Z,10,6
2019_1196_1438,1196,1438,X10,Z01,X,Z,10,1
2019_1196_1439,1196,1439,X10,W04,X,W,10,4
2019_1196_1449,1196,1449,X10,Y09,X,Y,10,9
2019_1196_1458,1196,1458,X10,Z05,X,Z,10,5
2019_1196_1459,1196,1459,X10,Y07,X,Y,10,7
2019_1196_1463,1196,1463,X10,W14,X,W,10,14
2019_1199_1205,1199,1205,X04,Z16,X,Z,4,16
2019_1199_1209,1199,1209,X04,Y14,X,Y,4,14
2019_1199_1211,1199,1211,X04,X01,X,X,4,1
2019_1199_1222,1199,1222,X04,Y03,X,Y,4,3
2019_1199_1233,1199,1233,X04,Y16,X,Y,4,16
2019_1199_1234,1199,1234,X04,Z10,X,Z,4,10
2019_1199_1235,1199,1235,X04,Y06,X,Y,4,6
2019_1199_1242,1199,1242,X04,Y04,X,Y,4,4
2019_1199_1243,1199,1243,X04,Z04,X,Z,4,4
2019_1199_1246,1199,1246,X04,Y02,X,Y,4,2
2019_1199_1251,1199,1251,X04,W12,X,W,4,12
2019_1199_1257,1199,1257,X04,W07,X,W,4,7
2019_1199_1261,1199,1261,X04,W03,X,W,4,3
2019_1199_1266,1199,1266,X04,X05,X,X,4,5
2019_1199_1268,1199,1268,X04,W06,X,W,4,6
2019_1199_1276,1199,1276,X04,X02,X,X,4,2
2019_1199_1277,1199,1277,X04,W02,X,W,4,2
2019_1199_1278,1199,1278,X04,W10,X,W,4,10
2019_1199_1279,1199,1279,X04,Z08,X,Z,4,8
2019_1199_1280,1199,1280,X04,W05,X,W,4,5
2019_1199_1285,1199,1285,X04,X15,X,X,4,15
2019_1199_1293,1199,1293,X04,X12,X,X,4,12
2019_1199_1295,1199,1295,X04,W16,X,W,4,16
2019_1199_1297,1199,1297,X04,X14,X,X,4,14
2019_1199_1300,1199,1300,X04,W16,X,W,4,16
2019_1199_1305,1199,1305,X04,X07,X,X,4,7
2019_1199_1308,1199,1308,X04,Y12,X,Y,4,12
2019_1199_1314,1199,1314,X04,Y01,X,Y,4,1
2019_1199_1318,1199,1318,X04,Y13,X,Y,4,13
2019_1199_1326,1199,1326,X04,Y11,X,Y,4,11
2019_1199_1328,1199,1328,X04,Z09,X,Z,4,9
2019_1199_1330,1199,1330,X04,Z14,X,Z,4,14
2019_1199_1332,1199,1332,X04,Z12,X,Z,4,12
2019_1199_1341,1199,1341,X04,X16,X,X,4,16
2019_1199_1345,1199,1345,X04,Z03,X,Z,4,3
2019_1199_1371,1199,1371,X04,Y10,X,Y,4,10
2019_1199_1385,1199,1385,X04,X11,X,X,4,11
2019_1199_1387,1199,1387,X04,W13,X,W,4,13
2019_1199_1388,1199,1388,X04,Z11,X,Z,4,11
2019_1199_1393,1199,1393,X04,X08,X,X,4,8
2019_1199_1396,1199,1396,X04,W11,X,W,4,11
2019_1199_1397,1199,1397,X04,Z02,X,Z,4,2
2019_1199_1403,1199,1403,X04,X03,X,X,4,3
2019_1199_1414,1199,1414,X04,Z13,X,Z,4,13
2019_1199_1416,1199,1416,X04,W09,X,W,4,9
2019_1199_1429,1199,1429,X04,Y08,X,Y,4,8
2019_1199_1433,1199,1433,X04,W08,X,W,4,8
2019_1199_1436,1199,1436,X04,X13,X,X,4,13
2019_1199_1437,1199,1437,X04,Z06,X,Z,4,6
2019_1199_1438,1199,1438,X04,Z01,X,Z,4,1
2019_1199_1439,1199,1439,X04,W04,X,W,4,4
2019_1199_1449,1199,1449,X04,Y09,X,Y,4,9
2019_1199_1458,1199,1458,X04,Z05,X,Z,4,5
2019_1199_1459,1199,1459,X04,Y07,X,Y,4,7
2019_1199_1463,1199,1463,X04,W14,X,W,4,14
2019_1205_1209,1205,1209,Z16,Y14,Z,Y,16,14
2019_1205_1211,1205,1211,Z16,X01,Z,X,16,1
2019_1205_1222,1205,1222,Z16,Y03,Z,Y,16,3
2019_1205_1233,1205,1233,Z16,Y16,Z,Y,16,16
2019_1205_1234,1205,1234,Z16,Z10,Z,Z,16,10
2019_1205_1235,1205,1235,Z16,Y06,Z,Y,16,6
2019_1205_1242,1205,1242,Z16,Y04,Z,Y,16,4
2019_1205_1243,1205,1243,Z16,Z04,Z,Z,16,4
2019_1205_1246,1205,1246,Z16,Y02,Z,Y,16,2
2019_1205_1251,1205,1251,Z16,W12,Z,W,16,12
2019_1205_1257,1205,1257,Z16,W07,Z,W,16,7
2019_1205_1261,1205,1261,Z16,W03,Z,W,16,3
2019_1205_1266,1205,1266,Z16,X05,Z,X,16,5
2019_1205_1268,1205,1268,Z16,W06,Z,W,16,6
2019_1205_1276,1205,1276,Z16,X02,Z,X,16,2
2019_1205_1277,1205,1277,Z16,W02,Z,W,16,2
2019_1205_1278,1205,1278,Z16,W10,Z,W,16,10
2019_1205_1279,1205,1279,Z16,Z08,Z,Z,16,8
2019_1205_1280,1205,1280,Z16,W05,Z,W,16,5
2019_1205_1285,1205,1285,Z16,X15,Z,X,16,15
2019_1205_1293,1205,1293,Z16,X12,Z,X,16,12
2019_1205_1295,1205,1295,Z16,W16,Z,W,16,16
2019_1205_1297,1205,1297,Z16,X14,Z,X,16,14
2019_1205_1300,1205,1300,Z16,W16,Z,W,16,16
2019_1205_1305,1205,1305,Z16,X07,Z,X,16,7
2019_1205_1308,1205,1308,Z16,Y12,Z,Y,16,12
2019_1205_1314,1205,1314,Z16,Y01,Z,Y,16,1
2019_1205_1318,1205,1318,Z16,Y13,Z,Y,16,13
2019_1205_1326,1205,1326,Z16,Y11,Z,Y,16,11
2019_1205_1328,1205,1328,Z16,Z09,Z,Z,16,9
2019_1205_1330,1205,1330,Z16,Z14,Z,Z,16,14
2019_1205_1332,1205,1332,Z16,Z12,Z,Z,16,12
2019_1205_1341,1205,1341,Z16,X16,Z,X,16,16
2019_1205_1345,1205,1345,Z16,Z03,Z,Z,16,3
2019_1205_1371,1205,1371,Z16,Y10,Z,Y,16,10
2019_1205_1385,1205,1385,Z16,X11,Z,X,16,11
2019_1205_1387,1205,1387,Z16,W13,Z,W,16,13
2019_1205_1388,1205,1388,Z16,Z11,Z,Z,16,11
2019_1205_1393,1205,1393,Z16,X08,Z,X,16,8
2019_1205_1396,1205,1396,Z16,W11,Z,W,16,11
2019_1205_1397,1205,1397,Z16,Z02,Z,Z,16,2
2019_1205_1403,1205,1403,Z16,X03,Z,X,16,3
2019_1205_1414,1205,1414,Z16,Z13,Z,Z,16,13
2019_1205_1416,1205,1416,Z16,W09,Z,W,16,9
2019_1205_1429,1205,1429,Z16,Y08,Z,Y,16,8
2019_1205_1433,1205,1433,Z16,W08,Z,W,16,8
2019_1205_1436,1205,1436,Z16,X13,Z,X,16,13
2019_1205_1437,1205,1437,Z16,Z06,Z,Z,16,6
2019_1205_1438,1205,1438,Z16,Z01,Z,Z,16,1
2019_1205_1439,1205,1439,Z16,W04,Z,W,16,4
2019_1205_1449,1205,1449,Z16,Y09,Z,Y,16,9
2019_1205_1458,1205,1458,Z16,Z05,Z,Z,16,5
2019_1205_1459,1205,1459,Z16,Y07,Z,Y,16,7
2019_1205_1463,1205,1463,Z16,W14,Z,W,16,14
2019_1209_1211,1209,1211,Y14,X01,Y,X,14,1
2019_1209_1222,1209,1222,Y14,Y03,Y,Y,14,3
2019_1209_1233,1209,1233,Y14,Y16,Y,Y,14,16
2019_1209_1234,1209,1234,Y14,Z10,Y,Z,14,10
2019_1209_1235,1209,1235,Y14,Y06,Y,Y,14,6
2019_1209_1242,1209,1242,Y14,Y04,Y,Y,14,4
2019_1209_1243,1209,1243,Y14,Z04,Y,Z,14,4
2019_1209_1246,1209,1246,Y14,Y02,Y,Y,14,2
2019_1209_1251,1209,1251,Y14,W12,Y,W,14,12
2019_1209_1257,1209,1257,Y14,W07,Y,W,14,7
2019_1209_1261,1209,1261,Y14,W03,Y,W,14,3
2019_1209_1266,1209,1266,Y14,X05,Y,X,14,5
2019_1209_1268,1209,1268,Y14,W06,Y,W,14,6
2019_1209_1276,1209,1276,Y14,X02,Y,X,14,2
2019_1209_1277,1209,1277,Y14,W02,Y,W,14,2
2019_1209_1278,1209,1278,Y14,W10,Y,W,14,10
2019_1209_1279,1209,1279,Y14,Z08,Y,Z,14,8
2019_1209_1280,1209,1280,Y14,W05,Y,W,14,5
2019_1209_1285,1209,1285,Y14,X15,Y,X,14,15
2019_1209_1293,1209,1293,Y14,X12,Y,X,14,12
2019_1209_1295,1209,1295,Y14,W16,Y,W,14,16
2019_1209_1297,1209,1297,Y14,X14,Y,X,14,14
2019_1209_1300,1209,1300,Y14,W16,Y,W,14,16
2019_1209_1305,1209,1305,Y14,X07,Y,X,14,7
2019_1209_1308,1209,1308,Y14,Y12,Y,Y,14,12
2019_1209_1314,1209,1314,Y14,Y01,Y,Y,14,1
2019_1209_1318,1209,1318,Y14,Y13,Y,Y,14,13
2019_1209_1326,1209,1326,Y14,Y11,Y,Y,14,11
2019_1209_1328,1209,1328,Y14,Z09,Y,Z,14,9
2019_1209_1330,1209,1330,Y14,Z14,Y,Z,14,14
2019_1209_1332,1209,1332,Y14,Z12,Y,Z,14,12
2019_1209_1341,1209,1341,Y14,X16,Y,X,14,16
2019_1209_1345,1209,1345,Y14,Z03,Y,Z,14,3
2019_1209_1371,1209,1371,Y14,Y10,Y,Y,14,10
2019_1209_1385,1209,1385,Y14,X11,Y,X,14,11
2019_1209_1387,1209,1387,Y14,W13,Y,W,14,13
2019_1209_1388,1209,1388,Y14,Z11,Y,Z,14,11
2019_1209_1393,1209,1393,Y14,X08,Y,X,14,8
2019_1209_1396,1209,1396,Y14,W11,Y,W,14,11
2019_1209_1397,1209,1397,Y14,Z02,Y,Z,14,2
2019_1209_1403,1209,1403,Y14,X03,Y,X,14,3
2019_1209_1414,1209,1414,Y14,Z13,Y,Z,14,13
2019_1209_1416,1209,1416,Y14,W09,Y,W,14,9
2019_1209_1429,1209,1429,Y14,Y08,Y,Y,14,8
2019_1209_1433,1209,1433,Y14,W08,Y,W,14,8
2019_1209_1436,1209,1436,Y14,X13,Y,X,14,13
2019_1209_1437,1209,1437,Y14,Z06,Y,Z,14,6
2019_1209_1438,1209,1438,Y14,Z01,Y,Z,14,1
2019_1209_1439,1209,1439,Y14,W04,Y,W,14,4
2019_1209_1449,1209,1449,Y14,Y09,Y,Y,14,9
2019_1209_1458,1209,1458,Y14,Z05,Y,Z,14,5
2019_1209_1459,1209,1459,Y14,Y07,Y,Y,14,7
2019_1209_1463,1209,1463,Y14,W14,Y,W,14,14
2019_1211_1222,1211,1222,X01,Y03,X,Y,1,3
2019_1211_1233,1211,1233,X01,Y16,X,Y,1,16
2019_1211_1234,1211,1234,X01,Z10,X,Z,1,10
2019_1211_1235,1211,1235,X01,Y06,X,Y,1,6
